2005-09-10, TCU,119,32,134,36,16,7,81,1,3,8,13,2,3,1,1498,10, SMU,172,52,101,21,11,5,52,1,0,10,17,5,0,0,2102,21
2005-09-10, Texas,112,38,270,29,18,4,30,1,2,8,12,4,1,0,1809,25, OSU,111,36,144,26,14,8,78,1,0,5,15,5,0,0,1791,22
2005-09-10, UAB,164,39,296,38,25,9,75,0,0,9,14,5,2,1,2377,27, Troy,26,20,164,26,12,2,20,0,4,3,10,3,0,0,1223,7
2005-09-10, LA-Lafayette,182,37,228,29,21,5,34,4,0,11,12,5,2,1,1590,10, E Michigan,156,41,268,39,27,5,60,1,0,9,18,10,1,1,2010,31
2005-09-10, E Illinois,70,30,126,29,14,8,78,2,1,4,14,2,0,0,1580,10, BYU,176,32,255,41,26,7,42,2,2,10,14,6,0,0,2020,45
2005-09-10, LSU,190,47,244,30,17,11,100,2,0,12,15,6,3,3,1941,35, Arizona State,99,25,461,56,35,6,31,1,0,5,17,9,2,1,1659,31
2005-09-10, New Mexico St,5,22,176,31,17,6,49,1,2,1,14,2,2,0,1186,0, Colorado,238,50,233,33,22,7,70,2,0,14,16,9,0,0,2414,39
2005-09-10, Weber State,77,35,261,42,23,7,63,0,1,5,18,8,1,0,1976,17, Fresno State,157,30,200,22,16,11,112,0,0,9,10,6,0,0,1624,55
2005-09-10, N Illinois,256,41,283,37,24,7,76,1,1,15,14,6,3,3,1928,37, Northwestern,282,47,220,32,21,6,48,1,0,17,12,8,1,0,1672,38
2005-09-10, Cent Michigan,213,38,356,36,26,9,65,1,1,10,16,8,2,1,1680,38, Miami (OH),127,33,397,47,28,3,15,0,0,8,15,5,1,1,1920,37
2005-09-10, Miss St,81,38,126,21,12,8,40,2,1,6,14,5,1,0,1873,0, Auburn,118,41,202,18,12,1,10,1,0,8,14,7,0,0,1727,28
2005-09-10, UT Martin,128,52,103,20,11,7,51,1,0,9,17,5,3,1,2301,7, Arkansas State,279,35,145,16,10,8,56,1,0,7,9,4,1,1,1299,56
2005-09-10, Boise State,149,44,233,36,19,8,60,2,0,6,18,7,2,0,1856,27, Oregon State,83,30,279,38,27,9,84,2,0,5,14,4,2,1,1744,30
2005-09-10, Clemson,114,40,178,22,18,4,37,0,0,7,14,5,2,1,1774,28, Maryland,56,38,288,28,18,8,98,1,1,4,13,4,4,3,1826,24
2005-09-10, Temple,-11,26,56,26,6,3,20,0,1,3,15,3,0,0,1366,0, Wisconsin,263,53,229,25,15,3,30,1,0,15,17,12,2,1,2234,65
